TimeStamp,SimulationID,VirtualAgentRole,VerbalMode,LLMPrefUpdateWeight,ToM,DepthProcessing,FacialExpression,ParticipantPhysiologicalSensitivity,LLMHypothesis,AgentScore,PlayerScore,VirtualAgentBelief,RewardBoxID,SelectedBox,Language,Moving,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
202505261805,84,Adversary,Verbal,0.5,1,2,TRUE,0,2,-1,1,1,1,1,EN,0,,,,,,,,
202505261805,85,Adversary,Verbal,0.5,1,2,TRUE,0,2,1,-1,1,0,1,EN,0,,,,,,,,
202505261805,86,Adversary,Verbal,0.5,1,2,TRUE,0,2,-1,1,1,0,0,EN,0,,,,,,,,
202505261805,87,Adversary,Verbal,0.5,1,2,TRUE,0,2,-1,1,1,1,1,EN,0,,,,,,,,
202505261805,88,Adversary,Verbal,0.5,1,2,TRUE,0,2,-1,1,1,1,1,EN,0,,,,,,,,
202505261805,89,Adversary,Verbal,0.5,1,2,TRUE,0,2,-1,1,1,0,0,EN,0,,,,,,,,
202505261805,90,Adversary,Verbal,0.5,1,2,TRUE,0,2,1,-1,1,0,1,EN,0,,,,,,,,
202505261805,91,Adversary,Verbal,0.5,1,2,TRUE,0,2,0,0,1,1,-1,EN,0,,,,,,,,
202505261805,92,Adversary,Verbal,0.5,1,2,TRUE,0,2,-1,1,1,1,1,EN,0,,,,,,,,
202505261805,93,Adversary,Verbal,0.5,1,2,TRUE,0,2,-1,1,1,1,1,EN,0,,,,,,,,
202505261805,94,Adversary,Verbal,0.5,1,2,TRUE,0,2,1,-1,1,0,1,EN,0,,,,,,,,
202505261805,95,Adversary,Verbal,0.5,1,2,TRUE,0,2,1,-1,1,0,1,EN,0,,,,,,,,
202505261805,96,Adversary,Verbal,0.5,1,2,TRUE,0,2,1,-1,1,0,1,EN,0,,,,,,,,
202505261805,97,Adversary,Verbal,0.5,1,2,TRUE,0,2,0,0,1,0,-1,EN,0,,,,,,,,
202505261805,98,Adversary,Verbal,0.5,1,2,TRUE,0,2,-1,1,1,1,1,EN,0,,,,,,,,
202505261805,99,Adversary,Verbal,0.5,1,2,TRUE,0,2,-1,1,1,1,1,EN,0,,,,,,,,
202505261805,100,Adversary,Verbal,0.5,1,2,TRUE,0,2,-1,1,1,0,0,EN,0,,,,,,,,
202505261805,101,Adversary,Verbal,0.5,1,2,TRUE,0,2,1,-1,1,0,1,EN,0,,,,,,,,
202505261805,102,Adversary,Verbal,0.5,1,2,TRUE,0,2,-1,1,1,1,1,EN,0,,,,,,,,
202505261805,103,Adversary,Verbal,0.5,1,2,TRUE,0,2,0,0,1,1,-2,EN,0,,,,,,,,
202505261805,104,Adversary,Verbal,0.5,1,2,TRUE,0,2,-1,1,1,1,1,EN,0,,,,,,,,
202505261805,105,Adversary,Verbal,0.5,1,2,TRUE,0,2,1,-1,1,1,0,EN,0,,,,,,,,
202505261805,106,Adversary,Verbal,0.5,1,2,TRUE,0,2,1,-1,1,0,1,EN,0,,,,,,,,
202505261805,107,Adversary,Verbal,0.5,1,2,TRUE,0,2,1,-1,1,0,1,EN,0,,,,,,,,
202505261805,108,Adversary,Verbal,0.5,1,2,TRUE,0,2,1,-1,1,0,1,EN,0,,,,,,,,
202505270848,1,Adversary,Verbal,0.5,0,2,TRUE,0,0,1,-1,1,1,0,EN,1,,,,,,,,
